地址,高校名称,百度经度,百度纬度
安徽省蚌埠市,蚌埠医学院,117.438639,32.911035
安徽省蚌埠市,安徽财经大学,117.427992,32.910383
安徽省蚌埠市,蚌埠学院,117.429707,32.895522
安徽省蚌埠市,安徽电子信息职业技术学院,117.429893,32.9031
安徽省蚌埠市,蚌埠经济技术职业学院,117.375531,33.157528
安徽省亳州市,亳州师范高等专科学校,115.772463,33.809091
安徽省亳州市,亳州职业技术学院,115.776225,33.849636
安徽省池州市,池州学院,117.572812,30.650029
安徽省池州市,池州职业技术学院,117.482021,30.66654
安徽省池州市,安徽人口职业学院,117.572935,30.641966
安徽省滁州市,滁州学院,118.318557,32.281629
安徽省滁州市,安徽科技学院,117.572961,32.878498
安徽省滁州市,滁州职业技术学院,118.313303,32.25625
安徽省滁州市,滁州城市职业学院,117.569174,32.882803
安徽省阜阳市,民办安徽旅游职业学院,116.265314,32.662456
安徽省阜阳市,阜阳师范学院,115.812483,32.899076
安徽省阜阳市,阜阳职业技术学院,115.798446,32.892846
安徽省阜阳市,阜阳科技职业学院,115.794775,32.903457
安徽省合肥市,安徽中医药大学,117.267343,31.858422
安徽省合肥市,安徽外国语学院,117.03024,31.745682
安徽省合肥市,民办万博科技职业学院,117.212771,31.868136
安徽省合肥市,安徽大学公安学院（安徽公安职业学院）,117.183594,31.837243
安徽省合肥市,安徽汽车职业技术学院,117.278707,31.746265
安徽省合肥市,安徽长江职业学院,117.282699,31.86694
安徽省合肥市,合肥工业大学,117.302545,31.849278
安徽省合肥市,中国科学技术大学,117.275366,31.843017
安徽省合肥市,安徽大学,117.262098,31.85077
安徽省合肥市,安徽农业大学,117.264855,31.86668
安徽省合肥市,安徽医科大学,117.269215,31.855532
安徽省合肥市,巢湖学院,117.935824,31.655889
安徽省合肥市,安徽建筑大学,117.229423,31.749981
安徽省合肥市,安徽三联学院,117.204258,31.758432
安徽省合肥市,合肥学院,117.27065,31.847473
安徽省合肥市,安徽新华学院,117.191521,31.83294
安徽省合肥市,安徽文达信息工程学院,117.025546,31.749044
安徽省合肥市,合肥师范学院,117.235094,31.756828
安徽省合肥市,安徽职业技术学院,117.384342,31.935944
安徽省合肥市,安徽水利水电职业技术学院,117.433896,31.831383
安徽省合肥市,安徽警官职业学院,117.230671,31.880632
安徽省合肥市,安徽工业经济职业技术学院,117.334277,31.823936
安徽省合肥市,合肥通用职业技术学院,117.209925,31.863897
安徽省合肥市,民办合肥经济技术职业学院,117.25891,31.730864
安徽省合肥市,安徽交通职业技术学院,117.305859,31.835548
安徽省合肥市,安徽体育运动职业技术学院,117.357012,31.777397
安徽省合肥市,安徽医学高等专科学校,117.232686,31.792698
安徽省合肥市,合肥职业技术学院,117.384342,31.935944
安徽省合肥市,安徽广播影视职业技术学院,117.378312,31.936235
安徽省合肥市,民办合肥滨湖职业技术学院,117.25891,31.730864
安徽省合肥市,安徽电气工程职业技术学院,117.307897,31.819242
安徽省合肥市,安徽城市管理职业学院,117.399091,31.934404
安徽省合肥市,安徽工商职业学院,117.267383,31.965855
安徽省合肥市,安徽中澳科技职业学院,117.258029,31.88412
安徽省合肥市,安徽艺术职业学院,117.220969,31.781456
安徽省合肥市,安徽财贸职业学院,117.187643,31.757948
安徽省合肥市,安徽国际商务职业学院,117.276161,31.993344
安徽省合肥市,安徽林业职业技术学院,117.195162,31.846921
安徽省合肥市,安徽审计职业学院,117.262951,31.731256
安徽省合肥市,安徽新闻出版职业技术学院,117.249539,31.783037
安徽省合肥市,安徽邮电职业技术学院,117.238603,31.855424
安徽省合肥市,安徽涉外经济职业学院,117.399592,31.938005
安徽省合肥市,安徽绿海商务职业学院,117.204507,31.75626
安徽省合肥市,合肥共达职业技术学院,117.319499,31.969646
安徽省合肥市,徽商职业学院,117.036209,31.756958
安徽省合肥市,合肥信息技术职业学院,117.180163,31.76458
安徽省合肥市,合肥幼儿师范高等专科学校,117.382111,31.926253
安徽省合肥市,安徽粮食工程职业学院,117.403293,31.922024
安徽省合肥市,合肥科技职业学院,117.037773,31.753151
安徽省淮北市,淮北师范大学,116.817379,33.989132
安徽省淮北市,淮北职业技术学院,116.798698,33.951289
安徽省淮北市,安徽矿业职业技术学院,116.795584,33.955137
安徽省淮南市,安徽理工大学,117.017248,32.639648
安徽省淮南市,淮南师范学院,116.966942,32.619655
安徽省淮南市,淮南联合大学,116.956646,32.618842
安徽省淮南市,淮南职业技术学院,117.018366,32.628504
安徽省淮南市,安徽工贸职业技术学院,117.004152,32.645052
安徽省黄山市,黄山学院,118.299249,29.697423
安徽省黄山市,黄山职业技术学院,118.276034,29.784069
安徽省六安市,皖西学院,116.490164,31.767205
安徽省六安市,六安职业技术学院,116.55059,31.837741
安徽省六安市,安徽国防科技职业学院,116.515924,31.740615
安徽省六安市,皖西卫生职业学院,116.538193,31.77369
安徽省马鞍山市,安徽工业大学,118.518259,31.697159
安徽省马鞍山市,安徽冶金科技职业学院,118.502396,31.666147
安徽省马鞍山市,马鞍山师范高等专科学校,118.504335,31.66093
安徽省马鞍山市,马鞍山职业技术学院,118.56462,31.66836
安徽省铜陵市,安徽工业职业技术学院,117.806884,30.941624
安徽省铜陵市,铜陵学院,117.852676,30.97003
安徽省铜陵市,铜陵职业技术学院,117.865268,30.965749
安徽省芜湖市,安徽中医药高等专科学校,118.382215,31.305869
安徽省芜湖市,安徽工程大学,118.418053,31.344837
安徽省芜湖市,皖南医学院,118.380247,31.348576
安徽省芜湖市,安徽师范大学,118.381183,31.339709
安徽省芜湖市,芜湖职业技术学院,118.383262,31.397659
安徽省芜湖市,安徽商贸职业技术学院,118.374296,31.294468
安徽省芜湖市,安徽机电职业技术学院,118.367764,31.288837
安徽省芜湖市,安徽扬子职业技术学院,118.283659,31.231645
安徽省宿州市,皖北卫生职业学院,117.089266,33.637247
安徽省宿州市,宿州学院,117.083493,33.639231
安徽省宿州市,宿州职业技术学院,116.979499,33.730576
安徽省徐州市,安徽现代信息工程职业学院,117.294034,34.210849
安徽省宣城市,宣城职业技术学院,118.736351,30.915224
北京市,中国矿业大学（北京）,116.35688,40.00313
北京市,中国地质大学（北京）,116.354123,39.997161
北京市,北京大学,116.316176,39.997741
北京市,中国人民大学,116.321712,39.976119
北京市,清华大学,116.328374,40.002467
北京市,北京交通大学,116.349349,39.957255
北京市,北京工业大学,116.487911,39.883824
北京市,北京航空航天大学,116.359752,39.98994
北京市,北京理工大学,116.323205,39.966781
北京市,北京科技大学,116.3661,39.99582
北京市,北方工业大学,116.214768,39.934603
北京市,北京化工大学,116.428101,39.977695
北京市,北京工商大学,116.321068,39.931139
北京市,北京服装学院,116.43713,39.978959
北京市,北京邮电大学,116.365049,39.967299
北京市,北京印刷学院,116.335648,39.749851
北京市,北京建筑大学,116.34892,39.941021
北京市,北京石油化工学院,116.333009,39.753929
北京市,中国农业大学,116.36421,40.010529
北京市,北京农学院,116.315063,40.09992
北京市,北京林业大学,116.350675,40.007593
北京市,北京协和医学院,116.421217,39.917022
北京市,首都医科大学,116.359718,39.870929
北京市,北京中医药大学,116.434774,39.977584
北京市,北京师范大学,116.37377,39.967216
北京市,首都师范大学,116.31305,39.936754
北京市,首都体育学院,116.35444,39.976561
北京市,北京外国语大学,116.317887,39.961451
北京市,北京第二外国语学院,116.569561,39.92122
北京市,北京语言大学,116.359265,40.001527
北京市,中国传媒大学,116.564055,39.918723
北京市,中央财经大学,116.349419,39.963857
北京市,对外经济贸易大学,116.434416,39.986354
北京市,北京物资学院,116.646002,39.935219
北京市,首都经济贸易大学,116.323255,39.848276
北京市,外交学院,116.352765,39.932031
北京市,中国人民公安大学,116.344398,39.90587
北京市,国际关系学院,116.292759,40.009976
北京市,北京体育大学,116.325335,40.030835
北京市,中央音乐学院,116.36417,39.908298
北京市,中国音乐学院,116.386031,39.997271
北京市,中央美术学院,116.470665,39.989664
北京市,中央戏剧学院,116.410432,39.942162
北京市,中国戏曲学院,116.339349,39.869067
北京市,北京电影学院,116.362382,39.977826
北京市,北京舞蹈学院,116.326136,39.952803
北京市,中央民族大学,116.327024,39.956578
北京市,中国政法大学,116.254114,40.228782
北京市,华北电力大学,116.31431,40.097498
北京市,中华女子学院,116.441932,40.000567
北京市,北京信息科技大学,116.389231,39.995053
北京市,中国石油大学,116.254012,40.224258
北京市,北京联合大学,116.433812,39.996166
北京市,北京城市学院,116.3537,39.993167
北京市,中国青年政治学院,116.314592,39.95599
北京市,首钢工学院,116.209486,39.932349
北京市,中国劳动关系学院,116.323126,39.934845
北京市,北京吉利学院,116.171386,40.183046
北京市,北京警察学院,116.179214,40.256442
北京市,中国科学院大学,116.255161,39.915797
北京市,北京工业职业技术学院,116.128658,39.965537
北京市,北京信息职业技术学院,116.489319,39.978669
北京市,北京电子科技职业学院,116.441156,39.986077
北京市,北京京北职业技术学院,116.647955,40.345721
北京市,北京交通职业技术学院,116.210087,40.23312
北京市,北京青年政治学院,116.481552,39.987245
北京市,北京农业职业学院,116.23318,39.779843
北京市,北京政法职业学院,116.375393,39.76828
北京市,北京财贸职业学院,116.430858,39.928434
北京市,北京经贸职业学院,116.170875,39.727415
北京市,北京经济技术职业学院,116.512838,39.777486
北京市,北京戏曲艺术职业学院,116.38528,39.861771
北京市,北京汇佳职业学院,116.249809,40.201372
北京市,北京现代职业技术学院,116.67707,40.126061
北京市,北京科技经营管理学院,116.268994,40.158196
北京市,北京科技职业学院,116.25655,40.123226
北京市,北京培黎职业学院,116.353794,40.026077
北京市,北京经济管理职业学院,116.480667,39.989256
北京市,北京劳动保障职业学院,116.429948,39.991751
北京市,北京社会管理职业学院,116.391033,39.986582
北京市,北京艺术传媒职业学院,116.126298,40.104983
北京市,北京体育职业学院,116.417151,39.859368
北京市,北京交通运输职业学院,116.348752,39.750649
北京市,北京卫生职业学院,116.675385,39.890786
福建省福州市,福建中医药大学（旗山校区）,119.187374,26.079443
福建省福州市,福建中医药大学（屏山校区）,119.311824,26.11163
福建省福州市,福州大学,119.204363,26.06565
福建省福州市,福建工程学院,119.201967,26.040706
福建省福州市,福建农林大学,119.246339,26.09076
福建省福州市,福建医科大学,119.307083,26.074843
福建省福州市,福建师范大学,119.315693,26.042134
福建省福州市,闽江学院,119.175909,26.069943
福建省福州市,福建警察学院,119.32258,26.032955
福建省福州市,福州外语外贸学院,119.506587,25.932451
福建省福州市,福建江夏学院,119.201228,26.072555
福建省福州市,福建船政交通职业学院,119.318575,26.034262
福建省福州市,福建商业高等专科学校,119.298021,26.12382
福建省福州市,福建华南女子职业学院,119.208822,26.030326
福建省福州市,福州职业技术学院,119.16672,26.080376
福建省福州市,福建信息职业技术学院,119.298863,26.110811
福建省福州市,福建农业职业技术学院,119.322487,26.041704
福建省福州市,福建卫生职业技术学院,119.178099,26.147927
福建省福州市,福州英华职业学院,119.398261,25.984972
福建省福州市,福建警官职业学院,119.361958,26.085008
福建省福州市,福州黎明职业技术学院,119.285009,26.084213
福建省福州市,福州科技职业技术学院,119.253241,26.085519
福建省福州市,福建对外经济贸易职业技术学院,119.511344,26.079914
福建省福州市,福州海峡职业技术学院,119.376893,26.090176
福建省福州市,福建生物工程职业技术学院,119.253748,26.086858
福建省福州市,福建艺术职业学院,119.157123,26.145576
福建省福州市,福建幼儿师范高等专科学校,119.295246,26.087921
福建省福州市,福州软件职业技术学院,119.26788,26.112287
福建省福州市,福建体育职业技术学院,119.306118,26.118881
福建省福州市,闽江师范高等专科学校,119.22282,26.025204
福建省龙岩市,龙岩学院,117.029734,25.036342
福建省龙岩市,闽西职业技术学院,117.038894,25.069158
福建省南平市,武夷学院,118.010984,27.732834
福建省南平市,福建林业职业技术学院,118.183228,26.65176
福建省南平市,闽北职业技术学院,118.261868,26.584506
福建省南平市,武夷山职业学院,118.009422,27.725624
福建省宁德市,宁德师范学院,119.544923,26.643793
福建省宁德市,宁德职业技术学院,119.662327,27.099621
福建省莆田市,莆田学院,119.016921,25.449444
福建省莆田市,湄洲湾职业技术学院,118.864308,25.272938
福建省泉州市,华侨大学,118.651759,24.940226
福建省泉州市,泉州师范学院,118.676072,24.873525
福建省泉州市,仰恩大学,118.62039,25.119812
福建省泉州市,闽南理工学院,118.67257,24.721305
福建省泉州市,泉州信息工程学院,118.67932,24.8745
福建省泉州市,黎明职业大学,118.633927,24.88544
福建省泉州市,福建电力职业技术学院,118.59206,24.952479
福建省泉州市,泉州医学高等专科学校,118.677185,24.935868
福建省泉州市,泉州纺织服装职业学院,118.676191,24.743188
福建省泉州市,泉州华光职业学院,118.706561,24.96424
福建省泉州市,泉州理工职业学院,118.617899,24.892438
福建省泉州市,泉州经贸职业技术学院,118.547016,24.911726
福建省泉州市,泉州工艺美术职业学院,118.241785,25.506916
福建省泉州市,泉州海洋职业学院,118.759344,24.768389
福建省泉州市,泉州轻工职业学院,118.553995,24.817045
福建省泉州市,泉州幼儿师范高等专科学校,118.664687,24.882285
福建省泉州市,泉州工程职业技术学院,118.661487,24.873246
福建省三明市,三明学院,117.571438,26.204678
福建省三明市,福建水利电力职业技术学院,117.367363,25.942589
福建省三明市,三明职业技术学院,117.646006,26.258127
福建省厦门市,厦门大学,118.104774,24.443313
福建省厦门市,集美大学,118.100807,24.58564
福建省厦门市,厦门理工学院,118.09615,24.445731
福建省厦门市,厦门海洋职业技术学院,118.260643,24.598545
福建省厦门市,厦门医学高等专科学校,118.170405,24.4655
福建省厦门市,厦门华厦职业学院,118.088467,24.635962
福建省厦门市,厦门演艺职业学院,118.253817,24.641865
福建省厦门市,厦门华天涉外职业技术学院,118.254754,24.609214
福建省厦门市,厦门城市职业学院,118.172978,24.468855
福建省厦门市,厦门兴才职业技术学院,118.043949,24.621189
福建省厦门市,厦门软件职业技术学院,118.080614,24.621468
福建省厦门市,厦门南洋职业学院,118.258527,24.605987
福建省厦门市,厦门东海职业技术学院,118.009473,24.626461
福建省厦门市,厦门安防科技职业学院,118.268502,24.594233
福建省漳州市,闽南师范大学,117.651732,24.513379
福建省漳州市,漳州职业技术学院,117.641888,24.530294
福建省漳州市,漳州城市职业学院,117.641888,24.530294
福建省漳州市,漳州科技职业学院,117.542184,24.084913
福建省漳州市,漳州理工职业学院,117.751027,24.508916
福建省漳州市,漳州卫生职业学院,117.64091,24.532028
甘肃省白银市,白银矿冶职业技术学院,104.161507,36.571256
甘肃省定西市,定西师范高等专科学校,104.600525,35.56743
甘肃省甘南藏族自治州,甘肃民族师范学院,102.902489,34.966524
甘肃省嘉峪关市,甘肃钢铁职业技术学院,98.317681,39.784078
甘肃省金昌市,甘肃有色冶金职业技术学院,102.186411,38.55726
甘肃省酒泉市,酒泉职业技术学院,98.499364,39.700273
甘肃省兰州市,甘肃卫生职业学院校部（原甘肃省卫生学校）,103.876426,36.052829
甘肃省兰州市,兰州大学,103.86663,36.051997
甘肃省兰州市,西北民族大学,103.825244,36.051253
甘肃省兰州市,兰州理工大学,103.783445,36.06245
甘肃省兰州市,兰州交通大学,103.730911,36.111356
甘肃省兰州市,甘肃农业大学,103.707241,36.096718
甘肃省兰州市,甘肃中医学院,103.87594,36.049014
甘肃省兰州市,西北师范大学,103.744761,36.104394
甘肃省兰州市,兰州城市学院,103.70253,36.100844
甘肃省兰州市,兰州商学院,103.970209,36.004712
甘肃省兰州市,甘肃政法学院,103.737061,36.109585
甘肃省兰州市,兰州文理学院,103.901742,36.074346
甘肃省兰州市,兰州工业学院,103.753259,36.058256
甘肃省兰州市,兰州石化职业技术学院,103.644107,36.09165
甘肃省兰州市,甘肃建筑职业技术学院,103.768622,36.057031
甘肃省兰州市,兰州外语职业学院,103.966144,36.007675
甘肃省兰州市,兰州职业技术学院,103.68579,36.134387
甘肃省兰州市,甘肃警察职业学院,103.838907,36.104373
甘肃省兰州市,甘肃交通职业技术学院,103.746834,36.109461
甘肃省兰州市,兰州资源环境职业技术学院,103.952496,36.030576
甘肃省兰州市,甘肃农业职业技术学院,103.89526,36.051202
甘肃省兰州市,兰州科技职业学院,104.01758,35.958755
甘肃省陇南市,陇南师范高等专科学校,105.74898,33.760775
甘肃省平凉市,平凉医学高等专科学校,106.718004,35.54421
甘肃省庆阳市,陇东学院,107.693153,35.734416
甘肃省天水市,甘肃机电职业技术学院,105.669648,34.571836
甘肃省天水市,天水师范学院,105.705982,34.576154
甘肃省天水市,甘肃林业职业技术学院,105.918299,34.48885
甘肃省天水市,甘肃工业职业技术学院,105.820921,34.570714
甘肃省武威市,武威职业学院,102.612973,37.937398
甘肃省武威市,甘肃畜牧工程职业技术学院,102.861728,37.682821
甘肃省张掖市,河西学院,100.448234,38.957341
广东省潮州市,韩山师范学院,116.671566,23.661092
广东省东莞市,广东科技学院,113.761444,22.977686
广东省东莞市,东莞理工学院,113.882618,22.910292
广东省东莞市,广东亚视演艺职业学院,114.079193,22.828418
广东省东莞市,东莞职业技术学院,113.863785,22.901013
广东省东莞市,广东创新科技职业学院,113.731945,22.938843
广东省佛山市,广东东软学院（原南海东软信息技术职业学院）,113.032081,23.142764
广东省佛山市,广东舞蹈戏剧职业学院,113.066977,23.105748
广东省佛山市,佛山科学技术学院,113.064069,23.137546
广东省佛山市,顺德职业技术学院,113.331447,22.815093
广东省佛山市,佛山职业技术学院,112.990292,23.245674
广东省佛山市,广东环境保护工程职业学院,112.91659,23.056692
广东省广州市,广东第二师范学院,113.324054,23.105216
广东省广州市,民办南华工商学院,113.331244,23.171713
广东省广州市,广东科学技术职业学院,113.369848,23.150515
广东省广州市,广东工商职业学院,113.189252,23.446379
广东省广州市,广东青年职业学院,113.431583,23.375086
广东省广州市,广东生态工程职业学院,113.381731,23.197642
广东省广州市,中山大学,113.305224,23.099407
广东省广州市,华南理工大学,113.352105,23.157891
广东省广州市,暨南大学,113.354383,23.131822
广东省广州市,华南农业大学,113.359105,23.161023
广东省广州市,广州医科大学,113.288183,23.093814
广东省广州市,广州中医药大学,113.271819,23.162061
广东省广州市,广东药学院,113.418307,23.061722
广东省广州市,华南师范大学,113.354527,23.142099
广东省广州市,广州体育学院,113.325316,23.149925
广东省广州市,广州美术学院,113.284988,23.099423
广东省广州市,星海音乐学院,113.387008,23.064141
广东省广州市,广东技术师范学院,113.377318,23.137189
广东省广州市,广东财经大学,113.360996,23.094786
广东省广州市,广东白云学院,113.214078,23.278385
广东省广州市,广州大学,113.3778,23.043873
广东省广州市,广州航海学院,113.484691,23.105457
广东省广州市,广东警官学院,113.311824,23.257918
广东省广州市,仲恺农业工程学院,113.286989,23.113492
广东省广州市,广东金融学院,113.387109,23.20774
广东省广州市,广东工业大学,113.405061,23.043657
广东省广州市,广东外语外贸大学,113.295796,23.205913
广东省广州市,广东培正学院,113.097382,23.416371
广东省广州市,南方医科大学,113.340775,23.192692
广东省广州市,广州商学院,113.361241,23.095235
广东省广州市,广州工商学院,113.188069,23.445799
广东省广州市,广东轻工职业技术学院,113.310413,23.097703
广东省广州市,广东交通职业技术学院,113.359662,23.188756
广东省广州市,广东水利电力职业技术学院,113.6235,23.569274
广东省广州市,私立华联学院,113.412245,23.162053
广东省广州市,广州民航职业技术学院,113.264189,23.17168
广东省广州市,广州番禺职业技术学院,113.314597,22.907854
广东省广州市,广东农工商职业技术学院,113.620629,23.288908
广东省广州市,广东食品药品职业学院,113.382702,23.208861
广东省广州市,广州康大职业技术学院,113.572251,23.313768
广东省广州市,广东行政职业学院,113.192746,23.404772
广东省广州市,广东体育职业技术学院,113.421414,23.148338
广东省广州市,广东职业技术学院,113.371205,23.139216
广东省广州市,广东建设职业技术学院,113.252852,23.274393
广东省广州市,广东女子职业技术学院,113.473672,22.963752
广东省广州市,广东机电职业技术学院,113.451422,23.38638
广东省广州市,广东岭南职业技术学院,113.423223,23.173333
广东省广州市,广东邮电职业技术学院,113.371205,23.139216
广东省广州市,广东工贸职业技术学院,113.462491,23.407151
广东省广州市,广东司法警官职业学院,113.368607,23.200233
广东省广州市,广东省外语艺术职业学院,113.345488,23.153804
广东省广州市,广东文艺职业学院,113.352953,22.977577
广东省广州市,广州体育职业技术学院,113.362992,23.172054
广东省广州市,广州工程技术职业学院,113.306721,23.141651
广东省广州市,广州涉外经济职业技术学院,113.372047,23.259603
广东省广州市,广州南洋理工职业学院,113.623777,23.587921
广东省广州市,广州科技职业技术学院,113.469434,23.409257
广东省广州市,广州现代信息工程职业技术学院,113.446243,23.147989
广东省广州市,广州华南商贸职业学院,113.359702,23.185899
广东省广州市,广州华立科技职业学院,113.868959,23.24843
广东省广州市,广州城市职业学院,113.284901,23.166904
广东省广州市,广东工程职业技术学院,113.384817,23.219381
广东省广州市,广州铁路职业技术学院,113.215694,23.206095
广东省广州市,广东科贸职业学院,113.222143,23.221108
广东省广州市,广州科技贸易职业学院,113.398908,23.008243
广东省广州市,广州珠江职业技术学院,113.836394,23.274127
广东省广州市,广州松田职业学院,113.737946,23.283763
广东省广州市,广州城建职业学院,113.613727,23.534084
广东省广州市,广州华商职业学院,113.787826,23.262433
广东省广州市,广州华夏职业学院,113.521864,23.583309
广东省广州市,广州东华职业学院,113.475513,23.259968
广东省河源市,河源职业技术学院,114.743669,23.759609
广东省惠州市,惠州学院,114.424946,23.043025
广东省惠州市,惠州经济职业技术学院,114.480073,23.083092
广东省惠州市,惠州卫生职业技术学院,114.445299,23.012035
广东省惠州市,惠州城市职业学院,114.267344,23.726498
广东省江门市,广东南方职业学院,113.148805,22.588227
广东省江门市,江海职业技术学院,113.077916,22.587426
广东省江门市,五邑大学,113.090554,22.600381
广东省江门市,江门职业技术学院,113.116071,22.634935
广东省揭阳市,潮汕职业技术学院,116.14834,23.29802
广东省揭阳市,揭阳职业技术学院,116.321583,23.482661
广东省茂名市,广东石油化工学院,110.929385,21.683436
广东省茂名市,茂名职业技术学院,110.938826,21.680816
广东省梅州市,嘉应学院,116.134827,24.33214
广东省清远市,广东碧桂园职业学院,109.454722,24.336865
广东省清远市,清远职业技术学院,113.086539,23.725323
广东省汕头市,汕头大学,116.641485,23.419546
广东省汕头市,汕头职业技术学院,116.765031,23.297397
广东省汕尾市,汕尾职业技术学院,115.374729,22.798986
广东省韶关市,韶关学院,113.680884,24.779322
广东省韶关市,广东松山职业技术学院,113.648222,24.648409
广东省深圳市,深圳大学,113.942679,22.538223
广东省深圳市,南方科技大学,113.994416,22.600581
广东省深圳市,深圳职业技术学院,113.958924,22.592731
广东省深圳市,深圳信息职业技术学院,114.219791,22.691163
广东省阳江市,阳江职业技术学院,111.993512,21.848399
广东省云浮市,罗定职业技术学院,111.567,22.775695
广东省湛江市,广东海洋大学,110.308003,21.156672
广东省湛江市,广东医学院,110.41676,21.210967
广东省湛江市,岭南师范学院,110.358551,21.278833
广东省湛江市,广东文理职业学院,110.234816,21.645579
广东省肇庆市,广东信息工程职业学院,112.83302,23.355579
广东省肇庆市,肇庆学院,112.501079,23.112769
广东省肇庆市,肇庆医学高等专科学校,112.457498,23.051497
广东省中山市,广东理工学院,113.399417,22.437056
广东省中山市,中山职业技术学院,113.438937,22.518193
广东省中山市,中山火炬职业技术学院,113.46628,22.557349
广东省中山市,广东理工职业学院,113.397122,22.43705
广东省珠海市,北京师范大学-香港浸会大学联合国际学院,113.544604,22.160267
广东省珠海市,香港中文大学（深圳）,113.951056,22.537138
广东省珠海市,珠海艺术职业学院,113.363636,22.142098
广东省珠海市,珠海城市职业技术学院,113.366641,22.137562
广西省百色市,广西培贤国际职业学院,107.624663,23.329034
广西省崇左市,广西城市职业学院,107.931407,22.59425
广西省崇左市,广西科技职业学院,107.922882,22.595593
广西省南宁市,广西艺术学院,108.34602,22.809097
广西省南宁市,广西外国语学院,108.52244,22.804791
广西省南宁市,广西理工职业技术学院,108.285519,22.804008
广西省南宁市,广西幼儿师范高等专科学校,108.35296,22.819599
广西壮族自治区百色市,右江民族医学院,106.62195,23.896638
广西壮族自治区百色市,百色学院,106.614839,23.895738
广西壮族自治区百色市,百色职业学院,106.633167,23.919053
广西壮族自治区北海市,北海艺术设计学院,109.156926,21.456415
广西壮族自治区北海市,北海职业学院,109.105014,21.452496
广西壮族自治区崇左市,广西民族师范学院,107.4024,22.390132
广西壮族自治区桂林市,兴安职业技术学院,110.652106,25.598247
广西壮族自治区桂林市,桂林电子科技大学,110.343536,25.289274
广西壮族自治区桂林市,桂林理工大学,110.322879,25.286816
广西壮族自治区桂林市,桂林医学院,110.317604,25.296853
广西壮族自治区桂林市,广西师范大学,110.332912,25.271443
广西壮族自治区桂林市,桂林航天工业学院,110.377784,25.288237
广西壮族自治区桂林市,桂林师范高等专科学校,110.291562,25.282805
广西壮族自治区桂林市,桂林旅游高等专科学校,110.30679,25.126919
广西壮族自治区桂林市,桂林山水职业学院,110.199049,25.240774
广西壮族自治区河池市,河池学院,108.666829,24.504132
广西壮族自治区河池市,广西现代职业技术学院,108.044812,24.698984
广西壮族自治区贺州市,钟山职业技术学院,111.331276,24.540287
广西壮族自治区贺州市,贺州学院,111.523127,24.419108
广西壮族自治区柳州市,柳州师范高等专科学校,109.392191,24.476238
广西壮族自治区柳州市,柳州职业技术学院,109.450619,24.305945
广西壮族自治区柳州市,广西生态工程职业技术学院,109.38862,24.472144
广西壮族自治区柳州市,柳州铁道职业技术学院,109.537555,24.402145
广西壮族自治区柳州市,柳州城市职业学院,109.538552,24.397283
广西壮族自治区南宁市,广西大学,108.294992,22.844039
广西壮族自治区南宁市,广西医科大学,108.356867,22.803533
广西壮族自治区南宁市,广西中医药大学,108.324607,22.845213
广西壮族自治区南宁市,广西师范学院,108.32664,22.847478
广西壮族自治区南宁市,广西民族大学,108.24141,22.844262
广西壮族自治区南宁市,广西财经学院,108.305037,22.842099
广西壮族自治区南宁市,南宁学院,108.458333,22.756925
广西壮族自治区南宁市,广西机电职业技术学院,108.243711,22.841874
广西壮族自治区南宁市,广西体育高等专科学校,108.333749,22.835704
广西壮族自治区南宁市,南宁职业技术学院,108.200181,22.837378
广西壮族自治区南宁市,广西水利电力职业技术学院,108.19174,23.21087
广西壮族自治区南宁市,广西职业技术学院,108.240232,22.584756
广西壮族自治区南宁市,广西交通职业技术学院,108.349904,22.830691
广西壮族自治区南宁市,广西工业职业技术学院,108.307526,22.845654
广西壮族自治区南宁市,广西国际商务职业技术学院,108.264205,22.847802
广西壮族自治区南宁市,广西农业职业技术学院,108.248447,22.849651
广西壮族自治区南宁市,广西建设职业技术学院,108.303482,22.844064
广西壮族自治区南宁市,广西警官高等专科学校,108.361181,22.84458
广西壮族自治区南宁市,广西经贸职业技术学院,108.367956,22.80026
广西壮族自治区南宁市,广西工商职业技术学院,108.208472,22.833697
广西壮族自治区南宁市,广西演艺职业学院,108.246474,22.578257
广西壮族自治区南宁市,广西电力职业技术学院,108.276689,22.857552
广西壮族自治区南宁市,广西经济职业学院,108.184993,23.210579
广西壮族自治区南宁市,广西卫生职业技术学院,108.378585,22.865428
广西壮族自治区钦州市,钦州学院,108.598301,21.970005
广西壮族自治区钦州市,广西英华国际职业学院,108.595136,21.970826
广西壮族自治区梧州市,梧州学院,111.323178,23.50345
广西壮族自治区梧州市,梧州职业学院,111.243592,23.474201
广西壮族自治区玉林市,玉林师范学院,110.205311,22.686645
贵州省安顺市,安顺学院,105.90914,26.249273
贵州省安顺市,安顺职业技术学院,105.949384,26.245952
贵州省毕节市,贵州工程应用技术学院（原毕节学院）,105.321245,27.299998
贵州省毕节市,毕节职业技术学院,105.323743,27.303954
贵州省贵阳市,贵州职业技术学院,106.613422,26.611311
贵州省贵阳市,贵州大学,106.679274,26.450557
贵州省贵阳市,贵阳医学院,106.721204,26.604326
贵州省贵阳市,贵阳中医学院,106.729576,26.580015
贵州省贵阳市,贵州师范大学,106.728227,26.594368
贵州省贵阳市,贵州财经大学,106.649609,26.381735
贵州省贵阳市,贵州民族大学,106.676328,26.470165
贵州省贵阳市,贵阳学院,106.781646,26.561977
贵州省贵阳市,贵州师范学院,106.804143,26.648773
