地址,高校名称,百度经度,百度纬度
陕西省西安市,陕西电子科技职业学院,108.949075,34.123123
陕西省西安市,陕西旅游烹饪职业学院,108.926124,34.294941
陕西省西安市,西安医学高等专科学校,108.736982,34.116197
陕西省西安市,陕西艺术职业学院,108.960434,34.241481
陕西省咸阳市,陕西国际商贸学院,108.723562,34.306445
陕西省咸阳市,陕西学前师范学院,108.941503,34.134225
陕西省咸阳市,陕西能源职业技术学院,108.72093,34.362874
陕西省咸阳市,陕西财经职业技术学院,108.705283,34.360929
陕西省咸阳市,西藏民族学院,108.738486,34.355207
陕西省咸阳市,西北农林科技大学,108.078672,34.292086
陕西省咸阳市,陕西中医学院,108.747116,34.321204
陕西省咸阳市,咸阳师范学院,108.734502,34.366822
陕西省咸阳市,陕西服装工程学院,108.725203,34.309479
陕西省咸阳市,陕西工业职业技术学院,108.722518,34.354902
陕西省咸阳市,杨凌职业技术学院,108.08588,34.271034
陕西省咸阳市,陕西邮电职业技术学院,108.714883,34.36189
陕西省咸阳市,咸阳职业技术学院,108.74405,34.30347
陕西省延安市,延安大学,109.469025,36.627487
陕西省延安市,延安职业技术学院,109.413069,36.635662
陕西省榆林市,榆林学院,109.729625,38.299413
陕西省榆林市,榆林职业技术学院,109.774989,38.226842
上海市,上海兴伟学院（上海兴韦学院）,121.793105,31.047842
上海市,复旦大学,121.509708,31.304257
上海市,同济大学,121.507102,31.288675
上海市,上海交通大学,121.446111,31.02667
上海市,华东理工大学,121.431828,31.150239
上海市,上海理工大学,121.562319,31.299027
上海市,上海海事大学,121.911915,30.880394
上海市,东华大学,121.421929,31.210344
上海市,上海电力学院,121.553056,31.279092
上海市,上海应用技术学院,121.518469,30.849612
上海市,上海海洋大学,121.907145,30.893441
上海市,上海中医药大学,121.603337,31.200275
上海市,华东师范大学,121.45944,31.034692
上海市,上海师范大学,121.525447,30.842117
上海市,上海外国语大学,121.489051,31.281862
上海市,上海财经大学,121.500459,31.310821
上海市,上海对外经贸大学,121.22276,31.052103
上海市,上海海关学院,121.583341,31.174465
上海市,华东政法大学,121.204289,31.062266
上海市,上海体育学院,121.53054,31.318418
上海市,上海音乐学院,121.460843,31.219007
上海市,上海戏剧学院,121.446703,31.223076
上海市,上海大学,121.399567,31.321804
上海市,上海工程技术大学,121.211621,31.062374
上海市,上海立信会计学院,121.204988,31.052614
上海市,上海电机学院,121.406073,31.009447
上海市,上海金融学院,121.658026,31.28447
上海市,上海杉达学院,121.664664,31.273583
上海市,上海政法学院,121.179793,31.116531
上海市,上海第二工业大学,121.657778,31.270836
上海市,上海商学院,121.435755,31.188931
上海市,上海建桥学院,121.596773,31.154797
上海市,上海视觉艺术学院,121.213133,31.053596
上海市,上海科技大学,121.597216,31.184676
上海市,上海纽约大学,121.541004,31.23227
上海市,上海医疗器械高等专科学校,121.54064,31.294939
上海市,上海旅游高等专科学校,121.525401,30.842411
上海市,上海公安高等专科学校,121.525851,31.385383
上海市,上海东海职业技术学院,121.465169,31.035667
上海市,上海新侨职业技术学院,121.185963,31.361982
上海市,上海出版印刷高等专科学校,121.55004,31.289724
上海市,上海行健职业学院,121.438168,31.28646
上海市,上海城市管理职业技术学院,121.560503,31.332561
上海市,上海交通职业技术学院,121.43035,31.198229
上海市,上海海事职业技术学院,121.536435,31.245238
上海市,上海电子信息职业技术学院,121.699992,30.930148
上海市,上海震旦职业学院,121.362588,31.424094
上海市,上海民远职业技术学院,121.666989,31.204136
上海市,上海欧华职业技术学院,121.402688,31.17224
上海市,上海思博职业技术学院,121.787325,31.04631
上海市,上海立达职业技术学院,121.32837,30.942763
上海市,上海工艺美术职业学院,121.258677,31.413848
上海市,上海济光职业技术学院,121.441073,31.370022
上海市,上海工商外国语职业学院,121.788695,31.052977
上海市,上海科学技术职业学院,121.264637,31.392481
上海市,上海农林职业技术学院,121.226724,31.016279
上海市,上海邦德职业技术学院,121.40794,31.327518
上海市,上海中侨职业技术学院,121.630036,31.151258
上海市,上海建峰职业技术学院,121.47219,31.412715
上海市,上海电影艺术职业学院,121.591608,31.197866
上海市,上海中华职业技术学院,121.513103,30.982825
上海市,上海工会管理职业学院,121.420974,30.912017
上海市,上海医药高等专科学校,121.617281,31.111739
上海市,上海体育职业学院,121.437685,31.147751
上海市,上海健康职业技术学院,121.433087,31.147364
上海市,上海民航职业技术学院,121.461996,31.177423
上海市,金山职业技术学院,121.178335,30.902605
四川省阿坝藏族羌族自治州,阿坝师范高等专科学校,103.425091,30.931937
四川省巴中市,巴中职业技术学院,106.846048,31.87338
四川省成都市,四川电影电视学院（原四川师范大学电影电视学院）,104.031696,30.727738
四川省成都市,民办四川天一学院,104.468183,30.857495
四川省成都市,四川城市职业学院,104.170814,30.616407
四川省成都市,四川长江职业学院,104.170849,30.651442
四川省成都市,四川文轩职业学院,103.553434,30.609219
四川省成都市,四川护理职业学院,104.270309,30.575816
四川省成都市,四川大学,104.089453,30.636971
四川省成都市,西南交通大学,104.059612,30.704212
四川省成都市,电子科技大学,104.106953,30.681503
四川省成都市,西南财经大学,103.824852,30.692109
四川省成都市,西南石油大学,104.190488,30.831667
四川省成都市,成都理工大学,104.150675,30.679034
四川省成都市,成都信息工程学院,103.995963,30.585742
四川省成都市,西华大学,103.95677,30.776789
四川省成都市,成都中医药大学,103.814046,30.692435
四川省成都市,四川师范大学,104.129775,30.619957
四川省成都市,成都体育学院,104.050442,30.653966
四川省成都市,四川音乐学院,104.085529,30.643698
四川省成都市,西南民族大学,104.055749,30.645228
四川省成都市,成都学院,104.195311,30.65545
四川省成都市,成都工业学院,103.894851,30.793658
四川省成都市,四川旅游学院,104.283758,30.585447
四川省成都市,成都东软学院,103.603119,30.894378
四川省成都市,四川传媒学院,103.990516,30.829349
四川省成都市,成都文理学院,104.467749,30.852457
四川省成都市,成都医学院,104.206737,30.826574
四川省成都市,成都师范学院,103.834902,30.682187
四川省成都市,成都纺织高等专科学校,103.964041,30.767728
四川省成都市,成都航空职业技术学院,104.247939,30.535676
四川省成都市,四川电力职业技术学院,103.843362,30.725704
四川省成都市,成都职业技术学院,104.067171,30.598332
四川省成都市,四川水利职业技术学院,103.784939,30.637554
四川省成都市,四川航天职业技术学院,104.272039,30.561443
四川省成都市,四川邮电职业技术学院,104.130876,30.62531
四川省成都市,四川交通职业技术学院,103.823222,30.694733
四川省成都市,四川工商职业技术学院,103.70244,30.91909
四川省成都市,四川托普信息技术职业学院,103.927859,30.78553
四川省成都市,四川国际标榜职业学院,104.305958,30.603174
四川省成都市,成都农业科技职业学院,103.82241,30.702636
四川省成都市,成都艺术职业学院,103.890724,30.492523
四川省成都市,四川商务职业学院,103.930771,30.697947
四川省成都市,四川文化传媒职业学院,103.683543,30.621558
四川省成都市,四川华新现代职业学院,104.241356,30.655349
四川省成都市,四川管理职业学院,104.018247,30.670586
四川省成都市,四川艺术职业学院,103.79597,30.758388
四川省成都市,四川科技职业学院,103.986708,30.828869
四川省成都市,四川文化产业职业学院,104.046021,30.524905
四川省成都市,四川财经职业学院,104.217725,30.5846
四川省成都市,四川现代职业学院,104.004552,30.523528
四川省成都市,成都工业职业技术学院,104.052836,30.451296
四川省成都市,四川西南航空职业学院,104.467952,30.855735
四川省达州市,四川文理学院,107.49052,31.217332
四川省达州市,达州职业技术学院,107.537705,31.287155
四川省德阳市,四川工业科技学院（原四川工业管理职业学院,104.160935,31.2234
四川省德阳市,中国民用航空飞行学院,104.314039,30.95639
四川省德阳市,四川工程职业技术学院,104.394266,31.098219
四川省德阳市,四川建筑职业技术学院,104.391241,31.091787
四川省德阳市,四川司法警官职业学院,104.418875,31.135998
四川省甘孜藏族自治州,四川民族学院,102.1819,30.101342
四川省广安市,广安职业技术学院,106.671949,30.469087
四川省广元市,四川信息职业技术学院,105.859034,32.446022
四川省广元市,川北幼儿师范高等专科学校,105.898011,32.422732
四川省乐山市,乐山师范学院,103.759038,29.563597
四川省乐山市,乐山职业技术学院,103.750181,29.562285
四川省凉山彝族自治州,西昌学院,102.219444,27.951779
四川省泸州市,四川三河职业学院,105.815125,28.834571
四川省泸州市,泸州医学院,105.451742,28.891851
四川省泸州市,四川警察学院,105.435832,28.882094
四川省泸州市,四川化工职业技术学院,105.429199,28.872732
四川省泸州市,泸州职业技术学院,105.433835,28.871839
四川省眉山市,眉山职业技术学院,103.895053,30.073483
四川省绵阳市,四川文化艺术学院（原四川音乐学院绵阳艺术学院）,104.767079,31.426867
四川省绵阳市,四川汽车职业技术学院,104.648406,31.438691
四川省绵阳市,四川电子机械职业技术学院,104.844975,31.384389
四川省绵阳市,西南科技大学,104.701712,31.54063
四川省绵阳市,绵阳师范学院,104.611036,31.455327
四川省绵阳市,绵阳职业技术学院,104.795544,31.497503
四川省绵阳市,四川中医药高等专科学校,104.765208,31.448858
四川省绵阳市,四川幼儿师范高等专科学校,104.794729,31.793158
四川省南充市,川北医学院,106.087284,30.802173
四川省南充市,西华师范大学,106.075406,30.826496
四川省南充市,南充职业技术学院,106.160466,30.85317
四川省内江市,川南幼儿师范高等专科学校（原隆昌幼儿师范学校）,105.290655,29.339993
四川省内江市,内江师范学院,105.05731,29.594843
四川省内江市,内江职业技术学院,105.072951,29.599922
四川省攀枝花市,攀枝花学院,101.733823,26.573545
四川省攀枝花市,四川机电职业技术学院,101.765602,26.573803
四川省遂宁市,四川职业技术学院,105.611477,30.540162
四川省雅安市,四川农业大学,103.007339,29.984534
四川省雅安市,雅安职业技术学院,103.01623,29.98401
四川省宜宾市,宜宾学院,104.61947,28.799411
四川省宜宾市,宜宾职业技术学院,104.584045,28.717794
四川省资阳市,四川希望汽车职业学院,104.755417,30.09164
四川省自贡市,四川卫生康复职业学院,104.770111,29.342386
四川省自贡市,四川理工学院,104.77203,29.338537
天津市,南开大学,117.176953,39.109299
天津市,天津大学,117.181503,39.114877
天津市,天津科技大学,117.278411,39.077181
天津市,天津工业大学,117.118049,39.071292
天津市,中国民航大学,117.359398,39.112799
天津市,天津理工大学,117.148474,39.067139
天津市,天津农学院,117.10699,39.097365
天津市,天津医科大学,117.1915,39.112218
天津市,天津中医药大学,117.17226,39.122624
天津市,天津师范大学,117.130994,39.061669
天津市,天津职业技术师范大学,117.300061,39.068112
天津市,天津外国语大学,117.216346,39.114366
天津市,天津商业大学,117.135262,39.189084
天津市,天津财经大学,117.284952,39.067013
天津市,天津体育学院,117.194164,39.081536
天津市,天津音乐学院,117.235481,39.130097
天津市,天津美术学院,117.200646,39.159191
天津市,天津城建大学,117.102684,39.101383
天津市,天津天狮学院,117.078471,39.407745
天津市,天津市职业大学,117.196143,39.234747
天津市,天津中德职业技术学院,117.392087,39.017336
天津市,天津滨海职业学院,117.652177,39.07522
天津市,天津工程职业技术学院,117.507187,38.730617
天津市,天津青年职业学院,117.358261,39.016453
天津市,天津渤海职业技术学院,117.368341,39.269524
天津市,天津电子信息职业技术学院,117.385052,39.014504
天津市,天津机电职业技术学院,117.141712,39.182176
天津市,天津现代职业技术学院,117.37533,39.025352
天津市,天津公安警官职业学院,117.116434,39.011231
天津市,天津轻工职业技术学院,117.380641,39.02756
天津市,天津商务职业学院,117.233935,39.068511
天津市,天津国土资源和房屋职业学院,117.462194,38.873985
天津市,天津医学高等专科学校,117.294212,39.078721
天津市,天津开发区职业技术学院,117.70342,39.09439
天津市,天津艺术职业学院,117.280832,39.096693
天津市,天津交通职业学院,117.083325,39.155008
天津市,天津冶金职业技术学院,117.120843,39.265949
天津市,天津石油职业技术学院,117.22528,38.849599
天津市,天津城市职业学院,117.241984,39.155106
天津市,天津铁道职业技术学院,117.227195,39.177778
天津市,天津工艺美术职业学院,117.241827,39.168045
天津市,天津城市建设管理职业技术学院,117.115141,39.198772
天津市,天津生物工程职业技术学院,117.548734,39.079722
天津市,天津海运职业学院,117.371895,39.009444
天津市,天津广播影视职业学院,117.121427,39.127004
天津市,河北工业大学,117.173128,39.184204
西藏自治区拉萨市,西藏大学,91.154724,29.649065
西藏自治区拉萨市,西藏藏医学院,91.133487,29.67156
西藏自治区拉萨市,西藏警官高等专科学校,91.165064,29.690693
西藏自治区拉萨市,拉萨师范高等专科学校,91.131494,29.693956
西藏自治区拉萨市,西藏职业技术学院,91.074926,29.655547
新疆维吾尔自治区阿克苏地区,阿克苏职业技术学院,80.30344,41.198191
新疆维吾尔自治区巴音郭楞蒙古自治州,巴音郭楞职业技术学院,86.251648,41.721722
新疆维吾尔自治区昌吉回族自治州,新疆农业职业技术学院,87.327036,44.022042
新疆维吾尔自治区昌吉回族自治州,昌吉学院,87.261439,44.021096
新疆维吾尔自治区昌吉回族自治州,昌吉职业技术学院,87.311561,44.007948
新疆维吾尔自治区哈密地区,哈密职业技术学院,93.499278,42.845177
新疆维吾尔自治区和田地区,和田师范专科学校,79.915286,37.116663
新疆维吾尔自治区和田地区,新疆维吾尔医学专科学校,79.911867,37.119361
新疆维吾尔自治区喀什地区,喀什师范学院,76.009342,39.483811
新疆维吾尔自治区克拉玛依市,克拉玛依职业技术学院,84.894766,44.337693
新疆维吾尔自治区乌鲁木齐市,新疆机电职业技术学院,81.365023,43.961818
新疆维吾尔自治区乌鲁木齐市,新疆现代职业技术学院,87.447611,43.863949
新疆维吾尔自治区乌鲁木齐市,新疆职业大学迎宾校区,87.544767,43.907896
新疆维吾尔自治区乌鲁木齐市,新疆职业大学友好校区,87.601112,43.815501
新疆维吾尔自治区乌鲁木齐市,新疆师范高等专科学校东校区（新疆教育学院）,87.639427,43.828139
新疆维吾尔自治区乌鲁木齐市,新疆师范高等专科学校（原新疆教育学院）,87.624136,43.810804
新疆维吾尔自治区乌鲁木齐市,新疆铁道职业技术学院,87.561588,43.883296
新疆维吾尔自治区乌鲁木齐市,新疆大学,87.622704,43.772078
新疆维吾尔自治区乌鲁木齐市,新疆农业大学,87.573015,43.818545
新疆维吾尔自治区乌鲁木齐市,新疆医科大学,87.586063,43.843862
新疆维吾尔自治区乌鲁木齐市,新疆师范大学,87.600303,43.839824
新疆维吾尔自治区乌鲁木齐市,新疆财经大学,87.555939,43.889357
新疆维吾尔自治区乌鲁木齐市,新疆艺术学院,87.634881,43.777402
新疆维吾尔自治区乌鲁木齐市,新疆工程学院,87.587389,43.819833
新疆维吾尔自治区乌鲁木齐市,新疆警察学院,87.574232,43.897127
新疆维吾尔自治区乌鲁木齐市,乌鲁木齐职业大学,87.657042,43.790562
新疆维吾尔自治区乌鲁木齐市,新疆轻工职业技术学院,87.637245,43.926624
新疆维吾尔自治区乌鲁木齐市,新疆能源职业技术学院,88.312175,43.37381
新疆维吾尔自治区乌鲁木齐市,新疆天山职业技术学院,87.72921,43.806478
新疆维吾尔自治区乌鲁木齐市,新疆交通职业技术学院,87.642113,43.947008
新疆维吾尔自治区乌鲁木齐市,新疆体育职业技术学院,87.656781,43.761062
新疆维吾尔自治区新疆维吾尔自治区直辖县级行政单位,塔里木大学,81.304208,40.550527
新疆维吾尔自治区新疆维吾尔自治区直辖县级行政单位,石河子大学,86.058589,44.316316
新疆维吾尔自治区新疆维吾尔自治区直辖县级行政单位,新疆石河子职业技术学院,86.078008,44.319624
新疆维吾尔自治区伊犁哈萨克自治州,伊犁师范学院,81.311072,43.942257
新疆维吾尔自治区伊犁哈萨克自治州,新疆应用职业技术学院,84.891246,44.421809
新疆维吾尔族自治区塔城市,新疆建设职业技术学院,82.964439,46.752142
新疆维吾尔族自治区伊犁哈萨克自治州,伊犁职业技术学院西校区,81.344575,43.93672
新疆维吾尔族自治区伊犁哈萨克自治州,伊犁职业技术学院东校区,81.346205,43.93744
新疆维吾尔族自治区伊犁哈萨克自治州,伊犁职业技术学院北校区,81.365023,43.961818
云南省保山市,保山学院,99.169904,25.140249
云南省保山市,保山中医药高等专科学校,99.156438,25.110471
云南省楚雄彝族自治州,云南现代职业技术学院,101.58167,24.987618
云南省楚雄彝族自治州,楚雄师范学院,101.556303,25.032176
云南省楚雄彝族自治州,楚雄医药高等专科学校,101.501271,25.086298
云南省大理白族自治州,大理学院,100.162524,25.6778
云南省大理白族自治州,大理农林职业技术学院,100.160195,25.705093
云南省德宏傣族景颇族自治州,德宏师范高等专科学校,98.588859,24.428994
云南省德宏傣族景颇族自治州,德宏职业学院,98.593911,24.422562
云南省红河哈尼族彝族自治州,红河学院,103.431991,23.357602
云南省红河哈尼族彝族自治州,云南锡业职业技术学院,103.156949,23.394755
云南省红河哈尼族彝族自治州,红河卫生职业学院,103.40611,23.364868
云南省昆明市,云南经济管理学院安宁校区（原云南经济管理职业学院）,102.441385,24.903934
云南省昆明市,云南经济管理学院海源校区（原云南经济管理职业学院）,102.655549,25.091469
云南省昆明市,云南新兴职业学院,102.861011,24.984719
云南省昆明市,云南外事外语职业学院,103.017144,25.245456
云南省昆明市,云南大学,102.709377,25.06064
云南省昆明市,昆明理工大学,102.70396,25.066269
云南省昆明市,云南农业大学,102.757093,25.135408
云南省昆明市,西南林业大学,102.75875,25.063838
云南省昆明市,昆明医科大学,102.693534,25.048602
云南省昆明市,云南中医学院,102.830029,24.843689
云南省昆明市,云南师范大学,102.702368,25.060959
云南省昆明市,云南财经大学,102.726416,25.087223
云南省昆明市,云南艺术学院,102.830403,24.838443
云南省昆明市,云南民族大学,102.858118,24.845009
云南省昆明市,云南警官学院,102.698875,25.080383
云南省昆明市,昆明学院,102.805805,24.982902
云南省昆明市,云南工商学院,103.012403,25.247033
云南省昆明市,昆明冶金高等专科学校,102.694664,25.071866
云南省昆明市,云南国土资源职业学院,102.798804,24.975778
云南省昆明市,云南交通职业技术学院,102.681483,25.078845
云南省昆明市,昆明工业职业技术学院,102.502004,24.90069
云南省昆明市,云南农业职业技术学院,102.984838,25.171835
云南省昆明市,云南司法警官职业学院,102.903811,25.071637
云南省昆明市,云南文化艺术职业学院,102.641206,24.977587
云南省昆明市,云南体育运动职业技术学院,102.687878,24.970914
云南省昆明市,云南科技信息职业学院,102.76622,25.090029
云南省昆明市,昆明艺术职业学院,102.717774,24.939579
云南省昆明市,云南国防工业职业技术学院,102.837853,24.825727
云南省昆明市,云南机电职业技术学院,102.740811,25.150471
云南省昆明市,云南林业职业技术学院,102.778978,25.098553
云南省昆明市,云南城市建设职业学院,103.01048,25.240317
云南省昆明市,云南工程职业学院,102.444404,24.901443
云南省昆明市,云南经贸外事职业学院,102.603546,24.796758
云南省昆明市,云南商务职业学院,102.669241,25.075032
云南省昆明市,昆明卫生职业学院,102.643365,25.083746
云南省昆明市,云南旅游职业学院,102.717478,25.082134
云南省丽江市,丽江师范高等专科学校,100.288908,26.893089
云南省临沧市,临沧师范高等专科学校,100.084406,23.893177
云南省普洱市,普洱学院,100.972982,22.774987
云南省普洱市,云南热带作物职业学院,100.98908,22.798394
云南省曲靖市,曲靖师范学院,103.757461,25.526921
云南省曲靖市,云南能源职业技术学院,103.834979,25.549237
云南省曲靖市,曲靖医学高等专科学校,103.750368,25.526579
云南省文山壮族苗族自治州,文山学院,104.25494,23.363607
云南省文山壮族苗族自治州,云南三鑫职业技术学院,104.28228,23.358929
云南省西双版纳傣族自治州,西双版纳职业技术学院,100.795266,22.014007
云南省玉溪市,玉溪师范学院,102.569489,24.3454
云南省玉溪市,玉溪农业职业技术学院,102.507025,24.245622
云南省昭通市,昭通学院,103.744022,27.363477
浙江省杭州市,浙江财经大学,120.401537,30.32692
浙江省杭州市,浙江警察学院,120.156529,30.176965
浙江省杭州市,浙江外国语学院,120.041486,30.22547
浙江省杭州市,浙江艺术职业学院,120.162894,30.18075
浙江省杭州市,浙江大学,120.129649,30.270067
浙江省杭州市,杭州电子科技大学,120.34917,30.320139
浙江省杭州市,浙江工业大学,120.172735,30.298915
浙江省杭州市,浙江理工大学,120.359352,30.319843
浙江省杭州市,浙江农林大学,119.735539,30.262074
浙江省杭州市,浙江中医药大学,120.156287,30.178932
浙江省杭州市,杭州师范大学,120.401177,30.322142
浙江省杭州市,浙江工商大学,120.145145,30.291501
浙江省杭州市,中国美术学院,120.166981,30.249362
浙江省杭州市,中国计量学院,120.369042,30.327348
浙江省杭州市,浙江科技学院,120.034178,30.225789
浙江省杭州市,浙江水利水电学院,120.380137,30.319375
浙江省杭州市,浙江传媒学院,120.35043,30.326912
浙江省杭州市,浙江树人学院,120.162804,30.323389
浙江省杭州市,浙江交通职业技术学院,120.09556,30.349743
浙江省杭州市,浙江电力职业技术学院,120.157889,30.326499
浙江省杭州市,浙江同济科技职业学院,120.315895,30.250142
浙江省杭州市,浙江机电职业技术学院,120.159308,30.181133
浙江省杭州市,浙江建设职业技术学院,120.305487,30.252209
浙江省杭州市,浙江经贸职业技术学院,120.38891,30.32254
浙江省杭州市,浙江商业职业技术学院,120.169703,30.180539
浙江省杭州市,浙江经济职业技术学院,120.385513,30.31438
浙江省杭州市,浙江旅游职业学院,120.308326,30.248988
浙江省杭州市,浙江育英职业技术学院,120.358073,30.310872
浙江省杭州市,浙江警官职业学院,120.366417,30.319336
浙江省杭州市,浙江金融职业学院,120.390093,30.327169
浙江省杭州市,杭州职业技术学院,120.359638,30.326732
浙江省杭州市,浙江医学高等专科学校,120.166774,30.177776
浙江省杭州市,杭州科技职业技术学院,119.905833,30.092749
浙江省杭州市,浙江长征职业技术学院,120.023274,30.212682
浙江省杭州市,杭州万向职业技术学院,120.081169,30.259563
浙江省杭州市,浙江体育职业技术学院,120.301911,30.25986
浙江省杭州市,浙江特殊教育职业学院,120.021668,30.213174
浙江省湖州市,湖州师范学院,120.128467,30.87879
浙江省湖州市,湖州职业技术学院,120.137571,30.882811
浙江省嘉兴市,嘉兴学院,120.737221,30.751669
浙江省嘉兴市,嘉兴职业技术学院,120.719352,30.749217
浙江省嘉兴市,嘉兴南洋职业技术学院,120.782432,30.79441
浙江省金华市,浙江师范大学,119.652909,29.142119
浙江省金华市,金华职业技术学院,119.643135,29.070001
浙江省金华市,义乌工商职业技术学院,120.103585,29.305652
浙江省金华市,浙江广厦建设职业技术学院,120.250539,29.302235
浙江省金华市,浙江横店影视职业学院,120.336148,29.151969
浙江省丽水市,丽水学院,119.907286,28.463945
浙江省丽水市,丽水职业技术学院,119.91671,28.478519
浙江省宁波市,公安海警学院,121.722335,29.947246
浙江省宁波市,浙江万里学院,121.569525,29.823001
浙江省宁波市,宁波工程学院,121.616817,29.91734
浙江省宁波市,宁波大学,121.643725,29.914867
浙江省宁波市,宁波大红鹰学院,121.488529,29.894094
浙江省宁波市,宁波诺丁汉大学,121.568968,29.806792
浙江省宁波市,宁波职业技术学院,121.821484,29.900615
浙江省宁波市,宁波城市职业技术学院,121.575922,29.815089
浙江省宁波市,浙江工商职业技术学院,121.512921,29.871211
浙江省宁波市,浙江医药高等专科学校,121.567529,29.827513
浙江省宁波市,浙江纺织服装职业技术学院,121.630187,29.91993
浙江省宁波市,宁波卫生职业技术学院,121.573267,29.813373
浙江省衢州市,衢州学院,118.874926,28.988481
浙江省衢州市,衢州职业技术学院,118.873625,28.981561
浙江省绍兴市,浙江越秀外国语学院,120.609962,29.975555
浙江省绍兴市,浙江邮电职业技术学院,120.567467,29.990227
浙江省绍兴市,绍兴文理学院,120.581616,29.995474
浙江省绍兴市,浙江工业职业技术学院,120.583689,30.035291
浙江省绍兴市,绍兴职业技术学院,120.565723,29.98774
浙江省绍兴市,浙江农业商贸职业学院,120.651745,30.076382
浙江省台州市,台州学院,121.397922,28.658873
浙江省台州市,台州职业技术学院,121.408217,28.658255
浙江省台州市,台州科技职业学院,121.267783,28.671899
浙江省台州市,浙江汽车职业技术学院,121.176367,28.880323
浙江省温州市,温州医科大学,120.71841,27.931467
浙江省温州市,温州大学,120.703563,27.924526
浙江省温州市,温州肯恩大学,120.657451,27.925595
浙江省温州市,温州职业技术学院,120.687601,28.015132
浙江省温州市,浙江工贸职业技术学院,120.70684,28.008268
浙江省温州市,浙江东方职业技术学院,120.754868,27.971737
浙江省温州市,温州科技职业学院,120.63857,27.988445
浙江省舟山市,浙江海洋学院,122.198543,29.966146
浙江省舟山市,浙江国际海运职业技术学院,122.192491,29.99556
重庆市,重庆大学,106.474816,29.570367
重庆市,重庆邮电大学,106.613922,29.53832
重庆市,重庆交通大学,106.578179,29.49622
重庆市,重庆医科大学,106.515581,29.539027
重庆市,西南大学,106.435313,29.827724
重庆市,重庆师范大学,106.46288,29.563126
重庆市,重庆文理学院,105.945121,29.356254
重庆市,重庆三峡学院,108.389644,30.801266
重庆市,长江师范学院,107.269196,29.757045
重庆市,四川外国语大学,106.442671,29.578243
重庆市,西南政法大学,106.598005,29.670838
重庆市,四川美术学院,106.547493,29.493666
重庆市,重庆科技学院,106.515777,29.513351
重庆市,重庆理工大学,106.535999,29.459629
重庆市,重庆工商大学,106.587115,29.511135
重庆市,重庆工程学院,106.601873,29.42982
重庆市,重庆警察学院,106.323333,29.632232
重庆市,重庆人文科技学院,106.411872,29.975422
重庆市,重庆第二师范学院,106.583807,29.516793
重庆市,重庆航天职业技术学院,106.512668,29.581604
重庆市,重庆电力高等专科学校,106.540184,29.492204
重庆市,重庆工业职业技术学院,106.644912,29.777949
重庆市,重庆三峡职业学院,108.401582,30.762895
重庆市,重庆工贸职业技术学院,107.370405,29.653208
重庆市,重庆机电职业技术学院,106.415535,29.574914
重庆市,重庆电子工程职业学院,106.330745,29.622766
重庆市,重庆海联职业技术学院,106.608529,29.685634
重庆市,重庆信息技术职业学院,108.385533,30.793449
重庆市,重庆传媒职业学院,106.076933,29.860915
重庆市,重庆城市管理职业学院,106.310737,29.58385
重庆市,重庆工程职业技术学院,106.262158,29.346786
重庆市,重庆房地产职业学院,106.334622,29.626141
重庆市,重庆城市职业学院,105.947318,29.328949
重庆市,重庆水利电力职业技术学院,105.939449,29.371355
重庆市,重庆工商职业学院,106.457718,29.50268
重庆市,重庆应用技术职业学院,106.471346,29.6326
重庆市,重庆三峡医药高等专科学校,108.452757,30.758838
重庆市,重庆医药高等专科学校,106.319494,29.63213
重庆市,重庆青年职业技术学院,106.383755,29.785895
重庆市,重庆财经职业学院,105.895936,29.3737
重庆市,重庆科创职业学院,105.886866,29.377406
重庆市,重庆建筑工程职业学院,106.673382,29.557007
重庆市,重庆电讯职业学院,106.286793,29.415191
重庆市,重庆能源职业学院,106.31349,29.42971
重庆市,重庆商务职业学院,106.318409,29.638753
重庆市,重庆交通职业学院,106.291848,29.41221
重庆市,重庆化工职业学院,106.530427,29.576555
重庆市,重庆旅游职业学院,108.826003,29.510122
重庆市,重庆安全技术职业学院,108.456578,30.762771
重庆市,重庆公共运输职业学院,106.285354,29.410802
重庆市,重庆艺术工程职业学院,106.679424,29.533779
重庆市,重庆轻工职业学院,106.37712,29.538941
重庆市,重庆电信职业学院,105.879458,29.244075
重庆市,重庆经贸职业学院,108.838989,29.535131
重庆市,重庆幼儿师范高等专科学校,108.374926,30.876364
重庆市,重庆文化艺术职业学院,106.550785,29.590132
重庆市,重庆服装工程职业学院,108.378485,30.755983
